Employee_ID,Department,Location,Employment_Type,Shift_Type,Job_Level,Tenure_Months,Base_Salary,HRA,Allowances,Bonus,Overtime_Hours,Leaves_Taken,Sick_Leaves,Casual_Leaves,Late_Logins,Early_Logouts,Missed_Punches,Attendance_Variance,Salary_Change_Pct,Salary_Change_Count_6M,Performance_Rating,Training_Hours,Engagement_Score,Manual_Payroll_Edits,Policy_Violations,Previous_Audit_Flags,Manager_Changes,Remote_Work_Days,Travel_Days,Risk_Score,High_Risk
9110,Sales,Chennai,Contract,Rotational,4,72,49507,16190,6105,15000,11,7,1,1,4,4,0,0.14,-5.1,1,4,22,4.59,1,2,1,0,3,2,0.191779581,0
9111,Support,Chennai,Full-Time,Day,5,33,60270,25921,3860,0,0,3,0,5,2,3,4,0.08,7.3,2,4,30,2.64,2,1,1,2,5,8,0.346738697,1
9112,HR,Mumbai,Contract,Day,5,30,56962,23568,5120,15000,12,1,2,5,0,3,4,0.2,17.6,3,4,24,4.36,1,1,0,0,2,5,0.050266897,0
9113,Sales,Pune,Intern,Day,6,17,62980,27768,2065,0,8,4,4,2,4,3,3,0.18,15.3,0,5,19,4.57,0,1,1,1,0,8,0.243969149,0
9114,Admin,Hyderabad,Intern,Day,5,44,59753,26232,2067,0,5,10,4,0,6,1,0,0.19,6.8,3,4,34,4.28,0,1,0,0,1,5,-0.00984975,0
9115,Support,Bangalore,Intern,Rotational,1,21,33109,13498,2249,5000,2,6,0,1,8,1,2,0.21,16.4,1,4,15,4.68,2,0,1,0,5,2,0.274991226,0
9116,IT,Chennai,Intern,Day,4,27,52276,23048,7076,15000,13,3,0,1,1,3,1,,10.4,1,5,30,4.53,1,1,0,2,1,5,0.215573074,0
9117,Operations,Hyderabad,Full-Time,Night,2,37,44051,18592,5378,15000,22,4,2,0,6,0,0,0.17,-11.6,4,2,13,3.75,1,0,0,0,5,8,0.065395258,0
9118,Sales,Bangalore,Intern,Rotational,3,27,42771,19089,8438,5000,3,0,1,5,8,5,0,,13.2,1,2,12,4.21,3,0,1,1,4,0,0.422056664,1
9119,IT,Pune,Contract,Day,4,54,55678,21417,7569,15000,19,3,2,0,5,5,0,0.25,40,2,3,31,2.65,1,2,1,0,1,5,0.301833261,0
9120,IT,Chennai,Full-Time,Night,2,57,37647,15414,3806,5000,11,5,3,0,3,0,4,0.06,2.3,2,4,25,4.58,2,1,1,0,3,0,0.220049558,0
9121,Sales,Mumbai,Full-Time,Day,5,31,69717,31041,4466,10000,13,2,4,5,2,1,0,0.08,-2.7,0,5,24,2.97,1,0,1,2,0,8,0.182729081,0
9122,Finance,Delhi,Full-Time,Night,2,79,40865,16673,7260,0,9,7,3,0,0,2,1,0.23,0.9,3,4,8,4.17,0,3,1,0,2,0,0.178816711,0
9123,Admin,Bangalore,Full-Time,Day,2,66,34169,14447,3235,15000,10,1,2,0,3,0,2,0.11,10.4,1,5,12,4.3,1,3,0,2,2,2,0.244087327,0
9124,Admin,Chennai,Contract,Day,3,25,42673,18306,3816,5000,17,0,2,5,5,5,4,0.28,65,2,3,28,2.9,3,1,0,1,3,0,0.348509568,1
9125,IT,Delhi,Intern,Day,1,18,38825,16474,7169,5000,14,5,1,1,0,2,0,0.32,2,4,2,26,2.93,3,3,0,0,2,5,0.237762666,0
9126,HR,Chennai,Intern,Day,3,55,43534,16224,4492,5000,3,6,1,2,5,1,0,0.24,-12.9,3,3,23,3.46,1,3,1,2,5,0,0.300016121,0
9127,Operations,Hyderabad,Full-Time,Night,5,50,55955,20864,4523,10000,21,1,1,1,7,2,1,0.04,7.5,0,2,23,4.49,1,1,0,0,3,8,0.019879632,0
9128,Sales,Chennai,Contract,Day,1,38,30193,12098,4816,0,7,4,4,0,2,2,2,0.17,13.8,3,3,24,4.38,1,1,1,2,3,0,0.240694889,0
9129,Support,Hyderabad,Full-Time,Day,4,64,41357,14595,2248,0,14,6,3,1,8,2,2,0.41,-1.7,0,2,0,3.9,1,2,1,2,0,2,0.468399714,1
9130,Finance,Mumbai,Full-Time,Rotational,5,52,62352,21568,6201,10000,7,0,2,5,6,2,1,0,17.9,0,4,2,4.52,3,1,0,1,0,5,0.179431607,0
9131,IT,Pune,Full-Time,Night,6,13,70328,29822,6688,0,5,2,4,0,8,0,4,0.19,6.6,1,4,29,4.62,0,1,1,1,1,5,0.232342281,0
9132,Finance,Delhi,Full-Time,Rotational,5,15,54383,17548,2287,0,2,0,1,5,5,1,2,0.04,3.6,1,4,36,3.65,0,0,0,2,2,0,0.168673129,0
9133,Finance,Mumbai,Contract,Rotational,4,4,50982,22109,3000,0,0,5,1,4,3,5,4,0.32,12.9,1,3,19,3.23,3,3,0,2,5,0,0.321812973,0
9134,HR,Delhi,Intern,Night,1,29,37845,15079,6575,10000,5,0,1,4,8,3,3,0.15,21.6,0,5,13,3.44,3,2,0,1,2,2,0.399893512,1
9135,Operations,Delhi,Full-Time,Day,6,37,71022,24109,7863,10000,11,3,1,2,3,3,0,0.15,23.2,3,3,21,4.37,2,1,1,1,0,0,0.280543693,0
9136,Sales,Delhi,Intern,Day,6,21,62947,20936,6090,10000,18,4,2,5,6,3,3,0.17,-15.2,3,4,33,3.65,1,1,1,0,3,5,0.216034385,0
9137,Admin,Mumbai,Contract,Rotational,1,16,25469,10748,2651,5000,0,4,1,5,5,0,4,0.23,-2.7,0,2,13,3.73,1,2,1,1,2,5,0.367570689,1
9138,Finance,Delhi,Full-Time,Rotational,1,23,22783,7754,4012,0,7,9,4,2,1,2,3,0.22,0.9,0,5,22,3.34,1,1,0,1,2,2,0.105088812,0
9139,IT,Hyderabad,Intern,Day,3,69,50059,19731,2309,0,3,5,2,2,0,0,0,0.17,-1.2,1,4,30,4.21,1,0,0,2,2,0,0.034896518,0
9140,Admin,Chennai,Intern,Night,6,53,66089,22342,3905,5000,10,2,1,3,2,0,3,0.09,17.3,1,4,8,2.52,1,3,1,2,4,8,0.385748546,1
9141,IT,Pune,Contract,Rotational,6,63,57999,22777,2674,5000,5,0,1,2,0,5,1,,-5,1,4,37,3.28,3,1,1,0,0,0,0.37795426,1
9142,Support,Delhi,Full-Time,Night,5,35,57789,22745,7008,5000,1,3,4,3,7,5,0,0.14,-3.5,0,4,8,2.67,0,1,0,0,1,8,-0.024809867,0
9143,Support,Chennai,Intern,Rotational,5,14,52476,21796,4168,15000,3,7,4,1,0,4,4,,18.6,2,4,30,4.06,1,0,0,0,1,0,0.156672031,0
9144,IT,Hyderabad,Contract,Rotational,2,59,38013,16729,8044,10000,9,9,1,5,3,5,1,0.12,-1.6,4,3,15,4.64,0,3,0,2,1,0,0.145662636,0
9145,Admin,Mumbai,Full-Time,Rotational,6,33,73838,30413,4255,0,10,7,3,1,3,3,0,0.1,-2.3,2,2,19,4.39,0,0,0,2,3,5,0.082815077,0
9146,Sales,Bangalore,Contract,Rotational,6,24,55887,24547,6571,15000,8,2,2,4,2,3,4,,19.2,2,5,3,4.76,2,1,1,0,1,5,0.442038713,1
9147,Sales,Delhi,Contract,Day,6,86,69281,27658,7085,10000,11,2,2,5,1,2,0,0.2,22.7,2,3,19,4.5,2,1,0,0,4,8,0.117243399,0
9148,IT,Mumbai,Full-Time,Day,3,56,37094,12023,7894,15000,7,3,2,4,8,2,3,0.18,1.9,2,4,19,3.76,3,1,1,0,2,0,0.241111455,0
9149,Sales,Hyderabad,Contract,Day,5,17,52229,17934,7847,10000,11,1,4,4,0,2,0,0.28,10.9,2,4,36,4.14,2,1,0,1,0,5,0.13933164,0
9150,Support,Delhi,Full-Time,Day,2,32,40580,13909,4383,10000,19,6,0,2,4,3,2,0.07,12.4,3,3,39,2.65,1,2,1,0,2,2,0.281379309,0
9151,IT,Bangalore,Contract,Night,1,65,29394,10486,4093,15000,10,4,3,0,5,4,2,0.04,11.2,1,3,25,3.55,1,3,0,2,3,2,0.22345933,0
9152,Finance,Hyderabad,Full-Time,Night,2,60,36743,16305,6893,15000,5,5,1,4,3,3,0,0.29,4.5,1,2,18,3.01,0,0,1,2,5,0,0.196812393,0
9153,Operations,Hyderabad,Full-Time,Rotational,5,40,63310,25871,6332,0,4,0,2,3,6,2,1,0.32,0,3,3,28,3.09,3,1,1,2,3,5,0.248039305,0
9154,IT,Bangalore,Full-Time,Day,4,65,54556,19616,8009,0,2,2,4,1,1,1,3,0.22,-15.1,1,2,23,3.74,1,0,0,2,3,5,0.088453668,0
9155,HR,Bangalore,Contract,Day,3,52,35743,13307,3814,5000,9,4,4,0,3,4,0,0.3,7.1,4,3,14,3.68,1,0,1,0,4,8,0.043237586,0
9156,IT,Chennai,Full-Time,Night,4,47,47229,15862,4892,0,2,4,1,2,1,0,4,0.25,7.3,2,3,3,4.72,2,1,0,2,2,0,0.23344404,0
9157,Admin,Chennai,Intern,Rotational,1,11,29719,10618,6535,10000,6,2,3,0,6,3,2,0.19,6.5,2,3,20,2.64,1,3,0,0,3,8,0.175653746,0
9158,Operations,Chennai,Full-Time,Night,6,31,69544,27591,6842,0,4,4,4,4,4,3,0,0.04,-13.7,1,3,16,2.9,1,0,1,2,4,5,0.149029979,0
9159,Finance,Chennai,Full-Time,Day,1,2,34264,14039,5300,5000,10,6,2,0,3,2,0,0.09,25,4,5,30,2.94,1,3,0,1,2,5,0.21930133,0
9160,Operations,Hyderabad,Intern,Rotational,3,59,52470,17177,7119,0,13,4,3,4,4,4,1,0.1,16.3,0,4,39,2.84,2,1,1,0,0,2,0.210710615,0
9161,HR,Hyderabad,Full-Time,Day,1,37,32188,11302,5592,0,13,6,1,0,2,3,3,0.22,7.7,1,2,9,2.67,0,1,1,2,1,0,0.226706346,0
9162,Support,Pune,Contract,Rotational,5,8,63999,23745,6641,0,14,1,0,2,5,4,4,0.14,-12.2,0,5,24,4.7,3,3,1,1,5,0,0.400127674,1
9163,Finance,Pune,Contract,Day,5,54,55282,24399,4258,5000,3,2,2,1,4,2,1,0.26,5.5,3,3,2,4.05,0,1,0,0,3,5,-0.042548706,0
9164,Operations,Chennai,Full-Time,Night,3,13,51422,21161,8724,10000,10,5,3,0,2,2,2,0.11,-4.3,1,4,28,3.49,0,0,1,0,4,2,0.218105028,0
9165,Admin,Bangalore,Contract,Day,6,33,69596,27505,3680,0,1,2,0,0,4,1,3,0.29,-4.2,1,4,9,3.69,0,0,1,0,3,2,0.16076231,0
9166,Support,Pune,Intern,Rotational,3,60,49032,17883,4814,15000,10,8,3,3,5,2,3,0.25,-6.7,1,4,16,4.33,2,2,0,1,1,0,0.301096398,0
9167,Sales,Bangalore,Contract,Day,1,27,37429,13908,2776,0,7,5,3,0,3,5,2,0.22,17.3,0,5,24,4.06,3,1,1,2,0,5,0.320649778,0
9168,HR,Hyderabad,Contract,Rotational,3,24,52960,23469,3191,15000,2,3,1,3,3,4,3,0.21,14.8,3,2,25,2.75,1,3,0,2,1,5,0.232040634,0
9169,Admin,Bangalore,Contract,Day,1,30,28674,10759,7281,0,14,1,4,2,1,4,1,0.15,-6.6,0,4,17,2.65,0,0,0,0,1,2,-0.031487743,0
9170,Sales,Hyderabad,Intern,Rotational,3,41,54790,24230,4721,15000,15,8,0,4,2,4,3,0.14,25,0,4,22,2.58,2,3,0,1,1,0,0.316933115,0
9171,HR,Pune,Intern,Day,3,1,51370,18045,4267,15000,7,3,2,5,4,2,3,0.17,11.9,1,3,25,4.37,2,1,1,2,0,8,0.285478383,0
9172,HR,Pune,Full-Time,Day,6,58,69252,27802,4857,15000,11,3,4,4,3,0,4,0.17,3.1,1,4,24,2.84,2,0,1,2,4,0,0.375051498,1
9173,Finance,Hyderabad,Contract,Night,2,14,34036,11875,3111,5000,3,1,3,3,4,3,0,0.09,-6.2,1,3,14,3.06,0,0,0,0,5,8,-0.027723225,0
9174,Operations,Chennai,Contract,Rotational,1,46,25837,10624,5669,0,3,4,4,3,1,1,4,0.17,-20,4,4,29,3.99,0,2,0,0,3,0,0.144918568,0
9175,Sales,Mumbai,Contract,Night,5,27,53323,21530,2190,10000,1,8,2,1,4,3,0,0.09,9.3,1,2,29,2.56,0,3,0,1,0,2,0.229731767,0
9176,Admin,Chennai,Intern,Day,5,8,64714,23522,4075,0,10,6,0,1,6,1,0,0.25,-6.3,3,5,33,4.6,2,0,1,2,2,8,0.222132314,0
9177,Support,Pune,Full-Time,Rotational,5,36,59708,25252,5030,10000,23,2,0,0,4,4,0,0.06,24.8,1,3,31,3.34,2,0,0,2,5,5,0.120583001,0
9178,Sales,Mumbai,Intern,Day,2,32,46960,17300,5982,0,23,1,3,2,5,5,4,0.17,-5,2,3,23,4.24,0,1,1,0,2,2,0.183859303,0
9179,Operations,Pune,Contract,Rotational,4,51,51105,19405,8750,15000,11,1,3,3,6,0,4,0.12,6.4,1,5,22,4.14,1,0,0,0,3,5,0.088311837,0
9180,Sales,Mumbai,Contract,Night,3,23,38537,16720,6934,15000,7,1,1,2,2,3,2,0.2,7.7,1,4,4,4.3,1,0,1,0,1,8,0.202781183,0
9181,Support,Bangalore,Full-Time,Day,2,31,40185,15348,8645,0,8,10,1,0,4,4,0,0.02,-12.4,2,4,48,4.02,1,0,1,0,2,5,0.058417184,0
9182,Sales,Delhi,Intern,Day,3,66,54339,20117,8997,5000,4,4,3,1,3,1,2,0.06,18.9,1,4,38,4.01,0,1,0,0,5,0,0.117710958,0
9183,Finance,Delhi,Intern,Night,2,46,44593,14485,7901,15000,11,1,3,1,6,6,4,0.14,-10,4,5,7,2.54,2,0,0,2,5,5,0.260746357,0
9184,Sales,Delhi,Contract,Night,4,53,61679,24680,8560,5000,6,8,1,1,8,0,4,0.21,11.6,1,3,33,3.1,3,1,0,2,3,8,0.215492531,0
9185,IT,Hyderabad,Contract,Day,3,41,47081,17917,5799,0,8,3,4,4,0,5,4,0.19,8,1,3,43,3.96,2,0,1,0,0,0,0.210714406,0
9186,Admin,Chennai,Intern,Rotational,6,29,61013,27171,5889,10000,12,5,2,4,6,1,1,0.29,40,2,5,20,3.92,1,2,1,0,2,0,0.302793184,0
9187,IT,Pune,Full-Time,Rotational,2,14,43996,17896,8564,0,13,5,2,5,4,1,0,0.25,1.3,3,3,22,2.78,0,1,1,0,3,0,0.062503074,0
9188,Support,Mumbai,Contract,Day,6,29,70808,22865,5914,0,9,3,4,1,0,4,0,0.28,10.9,1,2,19,4.74,2,3,0,2,4,0,0.321149898,0
9189,Support,Mumbai,Intern,Night,1,13,32853,13920,2260,15000,6,9,1,5,2,0,0,0,6.9,1,4,40,4.29,2,3,0,0,0,2,0.195062207,0
9190,Sales,Delhi,Intern,Rotational,1,12,29598,9755,5364,0,13,0,3,1,8,4,3,0.3,18,3,3,30,3.05,0,3,1,1,4,0,0.35895087,1
9191,HR,Delhi,Full-Time,Day,6,50,59472,25249,2973,15000,17,4,2,0,4,1,4,0.32,18.6,3,2,20,3.96,1,1,0,2,5,0,0.147057296,0
9192,Admin,Chennai,Contract,Rotational,4,40,42378,19052,6695,0,9,0,4,0,2,1,2,0.27,-0.8,1,3,0,3.23,1,1,0,2,2,2,0.189954217,0
9193,Sales,Mumbai,Contract,Day,4,59,51639,20385,7894,15000,11,8,0,5,7,1,1,0.08,-3.3,2,4,19,3.69,2,0,1,2,5,2,0.238711022,0
9194,Operations,Hyderabad,Contract,Rotational,1,29,38257,13914,8854,10000,4,3,0,4,8,6,2,0.29,0.6,4,4,30,2.6,2,0,0,0,2,5,0.166106118,0
9195,HR,Delhi,Contract,Rotational,4,2,51145,21222,7361,0,7,9,4,0,4,3,2,0.19,19,1,4,15,4.25,0,1,0,1,5,5,0.118952837,0
9196,Operations,Bangalore,Intern,Day,2,17,42582,14832,5661,5000,15,5,4,1,3,2,4,0.19,6.7,2,3,12,4.47,0,1,1,1,4,2,0.202932569,0
9197,Support,Chennai,Intern,Rotational,4,50,52553,20431,4485,15000,8,5,3,2,4,3,3,0.09,0.3,4,4,30,3.38,1,0,1,0,2,8,0.150782699,0
9198,Operations,Delhi,Full-Time,Night,1,43,32072,14041,8744,0,12,8,0,0,0,0,1,0.24,3.1,3,2,34,4.23,2,2,1,1,5,5,0.37307043,1
9199,Finance,Bangalore,Full-Time,Day,6,44,70115,22913,4776,10000,7,5,4,4,0,1,0,,2.2,1,5,8,3.63,2,1,1,0,2,0,0.339573191,1
9200,Sales,Bangalore,Full-Time,Day,1,36,37790,14271,5437,0,11,2,1,2,0,2,4,0.19,1.5,3,5,0,4.63,2,1,0,0,0,0,0.146765999,0
9201,Finance,Mumbai,Intern,Day,4,50,54945,23757,7247,15000,10,5,3,0,3,2,0,0.26,25,1,4,21,4.37,1,0,1,1,2,0,0.201761955,0
9202,Sales,Delhi,Full-Time,Day,2,19,40523,15098,8017,0,11,3,2,0,4,5,0,0.45,-1.2,4,5,11,3.15,0,2,0,0,5,0,0.178939189,0
9203,Admin,Hyderabad,Full-Time,Day,3,23,41599,18321,6854,15000,5,1,3,1,3,8,0,0.04,25.1,3,5,23,4.53,1,3,1,2,3,0,0.251721403,0
9204,Operations,Chennai,Contract,Rotational,2,47,38759,14146,2551,15000,8,8,0,2,0,5,2,0.09,12.3,3,5,35,4.73,1,3,0,1,3,8,0.215807327,0
9205,IT,Hyderabad,Contract,Day,4,36,64612,23822,2597,10000,6,4,4,0,1,5,2,0.26,5,3,3,11,4.68,1,3,1,1,5,2,0.30275589,0
9206,Operations,Delhi,Contract,Night,5,9,61539,21294,4251,0,6,0,2,4,6,4,0,0.23,25,1,5,15,2.55,3,3,0,0,4,5,0.26452923,0
9207,Sales,Pune,Intern,Rotational,3,14,51019,19747,8759,0,3,3,0,2,5,3,2,0.16,0.7,4,2,33,2.69,1,1,1,1,1,8,0.270479706,0
9208,Sales,Hyderabad,Full-Time,Rotational,6,73,57781,18490,8295,0,9,3,0,1,0,1,4,0.14,8.4,4,5,35,2.59,0,3,0,0,0,0,0.205680405,0
9209,Support,Chennai,Full-Time,Night,6,51,73304,26928,3201,0,13,4,0,4,0,7,4,0.14,4.2,4,3,15,4.37,0,1,1,0,5,0,0.213170147,0
9210,Finance,Mumbai,Intern,Night,6,67,72388,32445,7070,5000,11,7,4,0,7,2,2,0.18,9.1,3,4,29,3.45,1,1,1,1,4,0,0.253913221,0
9211,HR,Delhi,Contract,Rotational,1,51,35587,11500,2925,5000,6,2,0,4,0,4,0,,5.4,1,4,19,3.05,2,2,1,1,5,5,0.423679193,1
9212,Admin,Pune,Contract,Night,2,22,35985,15533,8790,15000,10,4,0,3,8,4,2,0.16,5.7,3,3,18,3.14,1,0,1,2,3,8,0.220081773,0
9213,IT,Mumbai,Intern,Rotational,6,56,70684,27975,8025,10000,11,9,2,5,8,4,4,0.26,14.2,0,2,19,2.7,2,3,1,0,2,0,0.351914439,1
9214,HR,Delhi,Full-Time,Day,3,20,39778,12859,8690,0,20,2,0,1,0,1,0,0.16,-20,2,4,27,4.49,2,0,1,2,3,0,0.287327884,0
9215,Sales,Delhi,Full-Time,Day,5,27,52194,22385,7188,10000,6,4,0,2,6,3,1,0.22,-16.8,2,4,23,3.24,1,0,0,1,1,8,0.066904075,0
9216,Sales,Pune,Full-Time,Day,1,15,29817,10693,6550,5000,10,2,2,4,7,1,0,0.24,15.4,1,2,39,3.23,0,0,1,1,1,0,0.10613968,0
9217,Support,Delhi,Full-Time,Day,6,70,70618,23462,7341,0,31,7,0,2,2,2,0,0.28,13.5,1,2,25,4.06,1,2,1,0,2,0,0.149954542,0
9218,Finance,Hyderabad,Full-Time,Rotational,1,24,27707,9562,7265,10000,19,2,2,5,5,1,2,0.04,4.7,4,3,33,3.72,2,1,1,0,5,8,0.257467559,0
9219,IT,Mumbai,Intern,Rotational,6,46,61710,24216,4668,0,7,3,2,1,3,4,3,0.24,7.6,1,2,10,3.53,1,1,0,2,0,0,0.130780391,0
9220,Finance,Delhi,Full-Time,Rotational,1,33,33517,11143,4880,0,8,0,4,0,6,6,2,0.23,65,3,2,6,4.1,1,1,1,1,5,8,0.440746672,1
9221,Finance,Hyderabad,Full-Time,Day,1,54,38766,13219,2429,0,25,2,2,0,4,4,1,0.23,23.6,0,4,31,2.55,0,0,1,0,1,5,0.073825164,0
9222,HR,Mumbai,Intern,Day,2,25,47074,15286,3564,10000,6,2,4,3,7,7,1,0.19,9.6,1,4,34,3.72,3,2,1,2,3,0,0.398600061,1
9223,Support,Hyderabad,Intern,Day,1,32,31128,13541,7521,0,8,5,4,3,5,4,0,0.2,24.9,0,5,5,4.36,1,0,0,1,5,5,0.052528391,0
9224,Operations,Mumbai,Full-Time,Rotational,2,64,31040,10010,3661,0,7,3,2,5,9,3,3,0.19,9.8,1,3,24,2.99,1,0,0,0,1,0,0.075624438,0
9225,HR,Hyderabad,Full-Time,Night,3,27,46048,16455,5986,15000,16,2,0,0,4,1,2,0.05,11,1,3,24,3.36,1,0,0,2,4,8,0.121111229,0
9226,Sales,Hyderabad,Contract,Day,1,43,27666,9040,5350,10000,1,1,0,1,4,0,2,0.06,1,1,3,34,3.36,1,1,0,0,4,0,0.101108221,0
9227,IT,Bangalore,Full-Time,Night,3,27,42036,17182,7780,0,3,7,4,2,6,0,1,0.08,-6.5,4,3,31,4.57,1,0,1,1,1,2,0.218761658,0
9228,Support,Chennai,Intern,Day,3,17,40771,16505,2297,0,16,1,0,1,1,4,3,0.19,-2,1,3,46,4.38,3,1,1,0,3,0,0.327584066,0
9229,Support,Delhi,Intern,Rotational,2,86,40695,15158,4020,0,9,3,1,2,2,1,4,0.1,-3.4,1,4,24,2.57,0,0,1,0,5,5,0.214915714,0
9230,Finance,Mumbai,Contract,Day,3,49,45215,14937,3450,15000,10,1,2,5,7,2,1,0.17,65,0,5,21,2.68,2,0,0,2,0,8,0.353276954,1
9231,HR,Chennai,Intern,Rotational,1,64,33023,12697,7059,0,31,7,0,5,6,0,3,0.14,-4.9,3,3,23,4.07,1,1,0,1,0,8,0.196581325,0
9232,Finance,Hyderabad,Intern,Night,2,58,45815,17619,6154,15000,12,2,2,4,3,3,0,,15.8,1,4,26,2.91,1,1,1,2,3,0,0.258688072,0
9233,Finance,Hyderabad,Full-Time,Night,2,21,35463,12702,2137,0,6,6,0,4,8,1,3,0.21,16.6,4,3,16,3.53,1,1,1,1,0,0,0.254290095,0
9234,Sales,Mumbai,Contract,Day,3,25,43957,16692,8347,5000,8,4,2,5,0,3,0,0.16,11.4,3,4,30,2.7,0,1,1,1,5,0,0.095148972,0
9235,Admin,Delhi,Intern,Night,1,60,36059,14544,5341,15000,5,4,4,2,5,4,3,0.25,0.6,4,4,27,3.51,3,0,0,0,2,0,0.164554694,0
9236,HR,Chennai,Full-Time,Rotational,2,64,36107,14621,2750,10000,7,0,1,3,4,4,1,0.11,-6.6,3,3,32,2.91,1,2,0,0,4,2,0.078917727,0
9237,Admin,Delhi,Intern,Night,2,14,33203,11075,4537,10000,6,3,2,5,4,1,3,,11.6,4,3,17,2.76,1,0,1,0,1,2,0.333082676,1
9238,IT,Hyderabad,Full-Time,Rotational,2,40,29822,11838,5905,10000,11,2,4,3,6,1,1,0.34,14.5,2,5,31,3.9,2,0,1,0,4,0,0.152577857,0
9239,Operations,Hyderabad,Full-Time,Rotational,1,39,30537,11846,5620,0,2,5,1,2,8,3,0,0.34,-11.3,2,4,41,3.07,1,3,1,0,3,2,0.151340646,0
9240,HR,Hyderabad,Contract,Day,5,28,63332,28048,6540,0,7,0,1,0,8,1,0,0.31,0.5,4,3,25,4.37,0,1,0,0,5,5,0.008275255,0
9241,Support,Hyderabad,Contract,Night,1,43,34941,15025,3623,5000,11,2,1,1,7,5,3,0.09,17.5,1,3,16,4.04,3,3,0,1,4,8,0.329103274,0
9242,Sales,Delhi,Contract,Rotational,5,17,60771,22841,8907,0,7,3,0,5,6,1,1,0.17,-5.4,4,2,40,4.22,0,2,0,0,1,2,0.156548495,0
9243,Admin,Delhi,Full-Time,Night,4,53,51852,16748,6984,15000,10,5,0,5,1,1,3,0.16,19.2,3,3,41,3.26,1,1,1,1,0,5,0.279799225,0
9244,Operations,Chennai,Full-Time,Rotational,6,51,63543,24497,2137,0,5,11,2,2,5,6,2,0.14,5.9,4,5,32,4.77,1,0,1,0,2,2,0.139760147,0
9245,Finance,Delhi,Intern,Rotational,4,43,47173,20727,2943,0,12,2,2,0,4,0,4,0.19,-20,1,4,17,3.93,2,1,0,0,1,2,0.145443047,0
9246,HR,Bangalore,Full-Time,Rotational,6,18,63757,26047,8633,0,15,9,0,1,5,2,3,0.04,-12.5,0,4,22,2.78,1,1,1,2,4,5,0.280339839,0
9247,Sales,Mumbai,Contract,Night,4,4,56110,20303,4652,0,22,3,1,3,6,1,0,0.36,4.9,1,4,15,3.65,0,1,0,0,3,8,-0.040739534,0
9248,IT,Bangalore,Contract,Rotational,2,32,32994,10620,4079,0,5,6,4,1,5,4,0,0.15,4.1,4,4,17,4.05,0,1,1,1,1,0,0.123183594,0
9249,Admin,Mumbai,Contract,Rotational,6,60,63246,26439,8247,0,12,1,1,2,7,3,0,0.14,35.1,2,3,22,2.76,3,1,0,2,0,8,0.360539204,1
9250,Support,Delhi,Contract,Rotational,2,60,34491,11569,4172,15000,8,0,2,0,4,2,0,,-5,1,2,14,3.58,0,1,1,0,5,0,0.255706433,0
9251,Support,Mumbai,Intern,Day,6,21,62608,24433,5227,10000,9,7,1,5,2,5,1,0.18,3,0,3,19,4.63,3,0,1,0,2,5,0.208706633,0
9252,Support,Hyderabad,Contract,Day,5,45,53614,21280,8976,15000,8,2,2,2,4,2,3,0.17,-3.5,2,4,24,3.65,2,0,0,2,4,0,0.200985564,0
9253,IT,Bangalore,Intern,Rotational,4,67,54008,22997,3387,10000,5,4,4,1,0,0,3,0.15,-8.6,1,3,2,2.81,1,2,1,1,2,0,0.377129434,1
9254,Operations,Hyderabad,Contract,Day,4,59,44208,18361,7061,0,14,10,4,0,5,5,0,0.06,17.5,3,4,13,2.73,2,1,0,0,5,0,0.175798846,0
9255,Support,Delhi,Intern,Night,6,11,71052,24818,8704,0,18,6,1,1,1,4,1,0.14,-2.7,0,4,22,2.93,0,1,0,0,1,5,0.04459477,0
9256,IT,Bangalore,Intern,Rotational,3,60,41510,13888,7599,0,17,6,0,5,3,0,3,0.26,-0.4,3,5,3,3.04,1,1,0,0,1,0,0.047238322,0
9257,Support,Delhi,Intern,Night,1,25,27976,9527,8673,10000,18,5,1,4,0,0,1,0.11,-3,0,2,23,4.76,3,2,0,2,2,8,0.210205215,0
9258,IT,Mumbai,Contract,Rotational,4,54,56730,23489,2218,10000,17,2,1,5,3,1,1,0.3,4.3,1,3,32,2.6,0,1,0,2,1,0,0.032182453,0
9259,Finance,Hyderabad,Intern,Day,2,65,44813,14907,4936,15000,13,1,4,3,2,1,3,0.17,-10.9,3,3,28,3.31,1,3,0,2,5,5,0.194330972,0
9260,Operations,Hyderabad,Full-Time,Day,1,81,40060,17047,7890,0,1,0,2,3,6,0,0,0.34,-7.2,4,4,43,2.87,1,0,0,2,3,0,0.034945028,0
9261,Admin,Delhi,Contract,Rotational,5,56,53799,23672,7305,10000,0,0,1,4,3,3,4,,-20,0,2,34,3.55,2,3,1,0,4,8,0.431141918,1
9262,IT,Pune,Full-Time,Night,1,55,27626,9073,8756,10000,11,5,1,3,3,0,1,0.26,-5.3,3,4,20,3.77,1,1,0,2,3,5,0.097464597,0
9263,IT,Bangalore,Full-Time,Night,1,35,38232,15595,7431,0,7,3,4,1,3,2,3,0.2,21,0,5,21,3.17,3,1,1,2,1,0,0.265441715,0
9264,HR,Chennai,Full-Time,Night,5,7,54500,18547,2341,10000,13,12,2,4,5,4,2,0.24,1.1,4,4,10,2.65,1,1,1,0,5,0,0.134558654,0
9265,Sales,Delhi,Contract,Rotational,4,44,58433,20044,3037,0,12,5,2,3,3,3,3,0.07,11.5,3,3,43,2.77,3,2,0,1,1,8,0.324600069,0
